municipality,unit,producer,sector,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10
Turku,Kotihoidon lähipalvelualue Maaria – Paattinen,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,18.00,17.34
Turku,Kotihoidon lähipalvelualue Martti,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,24.55,22.33
Turku,Kotihoidon lähipalvelualue Nummi – Halinen,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,36.60,30.46
Turku,Kotihoidon lähipalvelualue Nättinummi,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,19.00,18.73
Turku,Kotihoidon lähipalvelualue Pansio – Jyrkkälä,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,12.40,18.41
Turku,Kotihoidon lähipalvelualue Pohjola,Turku,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Ei yhtäkään,Joskus,Kyllä,Kyllä,Kyllä,24.00,24.27
Turku,Kotihoidon lähipalvelualue Portsa,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,19.43,18.22
Turku,Kotihoidon lähipalvelualue Puistomäki – Uittamo,Turku,Julkinen,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,3.15,22.38
Turku,Kotihoidon lähipalvelualue Puolala,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,20.00,18.30
Turku,Kotihoidon lähipalvelualue Runosmäki,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,48.00,36.22
Turku,Kotihoidon lähipalvelualue Ruusu,Turku,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,15.00,14.34
Turku,Kotihoidon lähipalvelualue Suikkila,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,19.00,17.27
Turku,Kotihoidon lähipalvelualue Tuomiokirkko,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,20.20,14.38
Turku,Kotihoidon lähipalvelualue Varissuo,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,25.00,18.95
Turku,Kotihoidon lähipalvelualue Vähäheikkilä – Hirvensalo,Turku,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Kyllä,Ei,20.80,19.82
Turku,Kotihoito Turku,Mainio Vire Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,4.10,3.73
Turku,Kotisairaala Luotsi Oy,Kotisairaala Luotsi Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,6.50,5.73
Turku,Palvelukseskus Salmela / Turun Kotiväylä,Kuurojen Palvelusäätiö,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,1.21,1.17
Turku,Turun kotihoito -ja turvapuhelin palvelu,Suomen Ensiapupalvelu Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,4.95,2.61
Tuusniemi,Tuusniemen kotipalvelu,Tuusniemi,Julkinen,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,16.50,11.69
Tuusniemi,Tuusniemen kotisairaanhoito,Kuopio,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,3.00,2.83
Tuusula,Tuusulan kotihoito,Tuusula,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,53.55,42.55
Tyrnävä,Kotihoito,Tyrnävä,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,12.60,11.43
Ulvila,Ulvilan kotihoidon alueet 1-3,Porin perusturvan yta,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,34.40,22.43
Ulvila,Ulvilan kotihoito,Porin perusturvan yta,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,10.75,9.29
Utajärvi,Utajärven kotihoito,Oulunkaaren ky,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,11.50,9.21
Utsjoki,Kotipalvelu,Utsjoki,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,2.80,0.30
Uurainen,Uuraisten kunta kotihoito,Uurainen,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,8.60,7.28
Uusikaarlepyy,Nykarleby Hemvård,Pietarsaaren seudun yta,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Kyllä,Ei,34.80,13.16
Uusikaupunki,"Kotihoito, Uusikaupunki / kaupungin alue",Uusikaupunki,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,31.35,28.79
Uusikaupunki,Kotihoito Kalanti-Lokalahti-Pyhämaa,Uusikaupunki,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Ei,Ei,Ei,25.70,20.17
Vaala,Vaalan kotihoito,Oulunkaaren ky,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,18.50,18.75
Vaasa,"Kotipalvelu, alue 1",Vaasa,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,53.00,42.19
Vaasa,"Kotipalvelu, alue 3",Vaasa,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,55.00,49.54
Vaasa,Aito-kotihoito,Aito-kotihoito Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,5.60,3.33
Vaasa,Carl & Carolina hemvård,Stiftelsen Ålderdomshemmet i Vasa rs,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,3.62,3.68
Vaasa,Hemtjänsten i Vasa,Folkhälsan Botnia Ab,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,6.95,4.56
Vaasa,Jelppis-Tiimi Osuuskunta,Jelppis-Tiimi Osuuskunta,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Ei koskaan,Kyllä,Kyllä,Kyllä,21.80,11.41
Vaasa,Kotipalvelu alue 2,Vaasa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,58.50,44.32
Vaasa,Kotipalvelu alue 5,Vaasa,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,12.80,11.33
Vaasa,Kotipalvelualue 4,Vaasa,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Jatkuvasti,Kyllä,Ei,Ei,22.50,23.79
Vaasa,Vaasan kotisairaanhoito,Vaasa,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Kyllä,22.00,22.18
Vaasa,Vaasan Senioripalvelu Oy,Vaasan Senioripalvelu Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Ei koskaan,Kyllä,Kyllä,Kyllä,11.30,7.80
Vaasa,Vaasan Validia-palvelut kotihoito,Invalidiliiton Asumispalvelut Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,18.15,11.07
Valkeakoski,Hoitotiimi Helmi ,Hoitotiimi Helmi Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,2.30,1.59
Valkeakoski,Valkeakosken kotihoito,Valkeakoski,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,45.00,37.60
Valtimo,Valtimon kunnan kotipalvelu,Valtimo,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,16.00,11.98
Valtimo,Valtimon terveysasema kotisairaanhoito,Nurmeksen ja Valtimon ktt:n ky,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,2.00,1.99
Vantaa,"Kotihoito, Hakunila",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,20.60,18.17
Vantaa,"Kotihoito, Koivukylä",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,25.00,23.26
Vantaa,"Kotihoito, Korso",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,20.00,13.39
Vantaa,"Kotihoito, Martinlaakso",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,26.00,24.37
Vantaa,"Kotihoito, Myyrmäki 1",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,21.00,19.50
Vantaa,"Kotihoito, Myyrmäki 2",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,21.80,20.13
Vantaa,"Kotihoito, Tikkurila 4",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,20.00,16.22
Vantaa,"Kotihoito, Tikkurila 5",Vantaa,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,19.00,15.47
Vantaa,Hemtjänst i Folkhälsanhuset i Vanda,Folkhälsan Syd Ab,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Ei,Ei,0.20,0.16
Vantaa,Kotihoito Vantaa,Vanhusten Palvelutaloyhdistys ry,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Ei,Ei,4.80,1.91
Vantaa,Tehostettu kotihoito,Vantaa,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Ei yhtäkään,Usein,Kyllä,Kyllä,Kyllä,24.00,8.69
Vantaa,Vanhusten Kotiapusäätiön kotihoito,Vanhusten Kotiapusäätiö,Yksityinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,7.50,6.97
Vantaa,Virtanen&Koivuniemi yhtiöt Oy / Kotihoito,Virtanen&Koivuniemi yhtiöt Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Ei yhtäkään,Ei yhtäkään,Joskus,Kyllä,Kyllä,Kyllä,2.00,0.14
Varkaus,Kotihoito Kangaslampi,Varkaus,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,4.50,4.38
Varkaus,Kotihoito,Varkaus,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,76.50,65.70
Varkaus,Kotipalvelu,Kotipalvelu Verenpisara Avoin yhtiö,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,5.60,6.00
Vehmaa,Kotihoito,Vehmaa,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Kyllä,Ei,9.05,9.51
Vesanto,Vesannon kunnan kotihoito,Vesanto,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Kyllä,Ei,26.60,18.69
Vesilahti,Vesilahden toimipiste / kotihoito,Pirkkalan yhteistoiminta-alue,Julkinen,Emme tarjoa palvelua,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,13.90,13.83
Vieremä,Kotihoito Vieremä,Ylä-Savon SOTE,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Kyllä,Ei,15.65,11.00
Vihti,"Vihdin kotihoito, yhdistetysti Nummelan ja Vihdin kirkonkylän kotihoito. Muuttunut yhdeksi kotihoidoksi.",Perusturva-ky Karviainen,Julkinen,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Ei,Ei,47.88,46.08
Viitasaari,Viitasaaren kotihoito,Viitasaari,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,36.00,31.24
Virrat,Virtain kotihoito,Virrat,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Kyllä,Ei,29.00,26.19
Vöyri,Vörå hemservice,Vöyri,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Ei,Ei,13.50,11.82
Ylitornio,Kotihoito,Ylitornio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,29.00,25.31
Ylivieska,Kotihoitopalvelu,Ylivieskan Seudun Osuuskunta Kototuote ,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Ei koskaan,Ei,Ei,Ei,5.00,2.48
Ylivieska,Ylivieskan kotihoito,Peruspalveluky Kallio,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Kyllä,Kyllä,28.95,26.41
Ylöjärvi,Ylöjärven kotihoito,Ylöjärvi,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,71.90,57.01
Ypäjä,Ypäjän kotihoito,Forssan seudun hyvinvointikuntayhtymä,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,10.60,8.51
Ähtäri,Kotihoito,Ähtäri,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,39.70,30.06
Äänekoski,"Kotihoito, Konginkankaan alue",Äänekoski,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Kyllä,Ei,Ei,8.90,5.44
Äänekoski,"Kotihoito, Sumisaisten alue",Äänekoski,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Kyllä,Ei,Ei,6.90,4.36
Äänekoski,"Kotihoito, Suolahden alue",Äänekoski,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Kyllä,Ei,Ei,15.80,14.06
Äänekoski,"Kotihoito, Äänekosken alue",Äänekoski,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Kyllä,Ei,Ei,21.60,18.17
Äänekoski,Ariel Hoiva- ja Terveyspalvelut ,Ariel Hoiva- ja Terveyspalvelut ,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,1.90,1.49
