Yksikkö,Tuottaja,Sijainti,Sektori,Palvelutyyppi,Palvelu eri vuorokauden aikoina: Arki - yö,Palvelu eri vuorokauden aikoina: Viikonloppu - yö,Mahdollisuus osallistua hyvinvointia ja terveyttä edistävään toimintaan: Saada tukea ulkoiluun viikoittain,Mahdollisuus osallistua hyvinvointia ja terveyttä edistävään toimintaan:  Järjestetty mielekästä tekemistä ja harrastusmahdollisuuksia,Sijaisten järjestämisen onnistuminen: Sijaisia vaikea saada,Erillinen kotihoitoa tukeva: Kotiutustiimi,Erillinen kotihoitoa tukeva: Kuntoutustiimi,Erillinen kotihoitoa tukeva: Saattohoitotiimi,"Suunniteltu hoivatyöhön osallistuva henkilöstö, vakanssit","Toteutunut hoivatyöhön osallistuva henkilöstö, vakanssit työtunneista laskettuna"
Taipalsaaren kotihoito,EKSOTE,Taipalsaari,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Kyllä,Kyllä,"17,30","16,35"
"Kotihoito, Taivalkoski",Taivalkoski,Taivalkoski,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"4,20","4,64"
Kotihoito,Taivassalo,Taivassalo,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,"6,40",
Tammelan kotihoito,Forssan seudun hyvinvointikuntayhtymä,Tammela,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Kyllä,Kyllä,"34,20","24,66"
Esperin Turvapuhelin- ja Kotihoitopalvelut Oy Tampere,Suomen Ensiapupalvelu Oy,Tampere,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"14,95","14,25"
"Haukiluoman lähipalvelualue, länsi 1",Tampere,Tampere,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"20,30","19,44"
Intensiivinen kotihoito,Hoivakoti Johanna Oy,Tampere,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,"22,15","13,75"
Kaukajärvi kh410,Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"28,65","23,75"
Kotihoito,Koivupirtin Säätiö,Tampere,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Kyllä,"4,00","3,27"
"Kotihoito etelä, Kalevan lähipalvelualue",Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"36,00","32,08"
Kotihoito Amuri ja Pyynikki,Tampere,Tampere,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"39,00",
"Kotihoito etelä, Härmälä-Peltolammi",Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"38,00","33,35"
"Kotihoito etelä, Viinikka-Muotiala",Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"19,05","16,58"
"Kotihoito etelä, Koivistonkylä-Iidesranta",Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"23,00","18,17"
"Kotihoito, Tammerkosken lähipalvelualue",Tampere,Tampere,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"38,50","31,00"
Kotipirtin kotihoiva,Kotipirtti ry,Tampere,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Usein,Kyllä,Kyllä,Ei,"1,05",
Palvelutähden kotihoito & kotihoito Tammer,Palvelutähti Oy,Tampere,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"27,00","25,13"
Peurankalliokeskus / Kotipeura,Tampereen Kaupunkilähetys ry,Tampere,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Ei,Ei,"14,00","13,12"
Pirkanmaan Hoitajapalvelut,Hoivakoti Johanna Oy,Tampere,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,"13,77","13,03"
Pirkanmaan Senioripalvelut Oy/Kotipalvelu,Pirkanmaan Senioripalvelut Oy,Tampere,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Kyllä,"4,40","3,98"
Tammelan kotihoito,Mediverkko Hoivapalvelut Oy,Tampere,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"36,60","31,14"
Tampere / itä / Linnainmaan lähipalvelualue,Tampere,Tampere,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"23,50","20,88"
Tampere Läntinen kotihoito Raholan lähipalvelualue,Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"27,55","19,84"
"Tampere, Itäinen alue / Takahuhdin lähipalvelualue",Tampere,Tampere,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,"23,00","17,13"
Tampereen alueen kotihoito,Häkkisen sairaanhoitopalvelut Oy,Tampere,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"14,30","6,90"
Tampereen kaupungin kotihoito itäinen alue Pohjois-Hervanta,Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"28,82","25,55"
Tampereen kotihoito läntinen alue / Lielahden lähipalvelualue,Tampere,Tampere,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Ei koskaan,Kyllä,Kyllä,Kyllä,"28,50","25,86"
Tampereen läntinen kotihoito Pispalan lähipalvelualue,Tampere,Tampere,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Ei koskaan,Kyllä,Kyllä,Kyllä,"20,05","15,95"
Tampereen seudun kotiapu Oy,Tampereen seudun kotiapu Oy,Tampere,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,"6,35",
Tarvasjoen kotihoito,Tarvasjoki,Tarvasjoki,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,"7,00","6,43"
Tervon kotihoito,Tervo,Tervo,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,"11,25","10,30"
Tervolan kotipalvelu,Tervola,Tervola,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,"13,00","6,97"
Teuvan kotihoito,Suupohjan peruspalveluliikelaitoskuntayhtymä,Teuva,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"34,40","32,16"
Tohmajärvi kotihoito,Attendo Oy,Tohmajärvi,Yksityinen,Kotihoito,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,"17,00","13,62"
Kotihoito Toholampi ja Lestijärvi,Keski-Pohjanmaan shp / Peruspalveluliikelaitos JYTA,Toholampi,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Ei koskaan,Ei,Kyllä,Ei,"14,40","11,24"
Toivakan kotihoito,Toivakka,Toivakka,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,"7,00","6,67"
Kotihoito,Tornio,Tornio,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,"87,50","109,72"
Tornio,HoPa Arsenal Ky,Tornio,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Ei yhtäkään,Joskus,Ei,Ei,Ei,"4,85","1,19"
AE Hoituripalvelut Oy,AE Hoituripalvelut Oy,Turku,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"8,55",
Diakonialaitoksen Turun Kotihoitopalvelu,PDL-Palvelut Oy,Turku,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"5,35","4,08"
Hemtjänsten i Åbo,Folkhälsan Syd Ab,Turku,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"2,00","2,01"
Hoivapalvelu Metsätähti Oy,Hoivapalvelu Metsätähti Oy,Turku,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Jatkuvasti,Kyllä,Kyllä,Kyllä,"17,00","10,21"
Kotihoidon lähipalvelualue Aninkainen,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"20,60","17,42"
Kotihoidon lähipalvelualue Kastu,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"20,00","4,67"
Kotihoidon lähipalvelualue Kurjenmäki,Turku,Turku,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"22,00","22,09"
Kotihoidon lähipalvelualue Lauste,Turku,Turku,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Kyllä,Kyllä,Ei,"21,00","17,45"
Kotihoidon lähipalvelualue Linna,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"18,20","15,68"
Kotihoidon lähipalvelualue Luolavuori – Koivula,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"29,00","28,19"
Kotihoidon lähipalvelualue Maaria – Paattinen,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,"18,00","17,34"
Kotihoidon lähipalvelualue Martti,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"24,55","22,33"
Kotihoidon lähipalvelualue Nummi – Halinen,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"36,60","30,46"
Kotihoidon lähipalvelualue Nättinummi,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,"19,00","18,73"
Kotihoidon lähipalvelualue Pansio – Jyrkkälä,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"12,40","18,41"
Kotihoidon lähipalvelualue Pohjola,Turku,Turku,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Ei yhtäkään,Joskus,Kyllä,Kyllä,Kyllä,"24,00","24,27"
Kotihoidon lähipalvelualue Portsa,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"19,43","18,22"
Kotihoidon lähipalvelualue Puistomäki – Uittamo,Turku,Turku,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,"3,15","22,38"
Kotihoidon lähipalvelualue Puolala,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,"20,00","18,30"
Kotihoidon lähipalvelualue Runosmäki,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,"48,00","36,22"
Kotihoidon lähipalvelualue Ruusu,Turku,Turku,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"15,00","14,34"
Kotihoidon lähipalvelualue Suikkila,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"19,00","17,27"
Kotihoidon lähipalvelualue Tuomiokirkko,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"20,20","14,38"
Kotihoidon lähipalvelualue Varissuo,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,"25,00","18,95"
Kotihoidon lähipalvelualue Vähäheikkilä – Hirvensalo,Turku,Turku,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Kyllä,Ei,"20,80","19,82"
Kotihoito Turku,Mainio Vire Oy,Turku,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"4,10","3,73"
Kotisairaala Luotsi Oy,Kotisairaala Luotsi Oy,Turku,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"6,50","5,73"
Palvelukseskus Salmela / Turun Kotiväylä,Kuurojen Palvelusäätiö,Turku,Yksityinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,"1,21","1,17"
Turun kotihoito -ja turvapuhelin palvelu,Suomen Ensiapupalvelu Oy,Turku,Yksityinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,"4,95","2,61"
Tuusniemen kotipalvelu,Tuusniemi,Tuusniemi,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden  kanssa,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,"16,50","11,69"
Tuusniemen kotisairaanhoito,Kuopio,Tuusniemi,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,"3,00","2,83"
Tuusulan kotihoito,Tuusula,Tuusula,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,"53,55","42,55"
Kotihoito,Tyrnävä,Tyrnävä,Julkinen,Kotihoito,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,"12,60","11,43"
Ulvilan kotihoidon alueet 1-3,Porin perusturvan yta,Ulvila,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,"34,40","22,43"
Ulvilan kotihoito,Porin perusturvan yta,Ulvila,Julkinen,Kotihoito,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,"10,75","9,29"
Utajärven kotihoito,Oulunkaaren ky,Utajärvi,Julkinen,Kotihoito,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,"11,50","9,21"
